327	145	24.5694444444	0.225
328	145	24.5705555556	0.231
329	145	24.5722222222	0.233
330	145	24.5741666667	0.231
331	147	24.5841666667	0.238
332	147	24.5855555556	0.239
333	147	24.5891666667	0.237
334	147	24.5902777778	0.246
335	144	25.4622222222	0.244
336	144	25.4644444444	0.247
337	144	25.4666666667	0.252
338	144	25.4680555556	0.243
339	144	25.4691666667	0.241
340	145	25.4755555556	0.236
341	145	25.4772222222	0.238
342	145	25.4786111111	0.243
343	145	25.4802777778	0.243
344	145	25.4816666667	0.24
345	147	25.4961111111	0.251
346	147	25.4975	0.262
347	147	25.4986111111	0.27
348	147	25.5	0.243
349	147	25.5013888889	0.262
